GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUBE001,NAME_M,ALUBM001
"G01039","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01039",,,,,,,,"86000US01039",,,"ZCTA5 01039",1207,"ZCTA5 01039",167
"G01040","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01040",,,,,,,,"86000US01040",,,"ZCTA5 01040",40241,"ZCTA5 01040",59
"G01050","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01050",,,,,,,,"86000US01050",,,"ZCTA5 01050",2438,"ZCTA5 01050",214
"G01053","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01053",,,,,,,,"86000US01053",,,"ZCTA5 01053",1593,"ZCTA5 01053",239
"G01054","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01054",,,,,,,,"86000US01054",,,"ZCTA5 01054",2001,"ZCTA5 01054",159
"G01056","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01056",,,,,,,,"86000US01056",,,"ZCTA5 01056",21291,"ZCTA5 01056",23
"G01057","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01057",,,,,,,,"86000US01057",,,"ZCTA5 01057",8824,"ZCTA5 01057",99
"G01060","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01060",,,,,,,,"86000US01060",,,"ZCTA5 01060",15948,"ZCTA5 01060",532
"G01062","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01062",,,,,,,,"86000US01062",,,"ZCTA5 01062",10364,"ZCTA5 01062",518
"G01063","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01063",,,,,,,,"86000US01063",,,"ZCTA5 01063",611,"ZCTA5 01063",176
"G01066","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,,"86000US01066",,,"ZCTA5 01066",31,"ZCTA5 01066",48
"G01068","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,,"86000US01068",,,"ZCTA5 01068",1833,"ZCTA5 01068",102
"G01069","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,,"86000US01069",,,"ZCTA5 01069",8556,"ZCTA5 01069",510
"G01070","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,,"86000US01070",,,"ZCTA5 01070",648,"ZCTA5 01070",94
"G01071","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,,"86000US01071",,,"ZCTA5 01071",1318,"ZCTA5 01071",198
"G01072","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,,"86000US01072",,,"ZCTA5 01072",1478,"ZCTA5 01072",134
"G01073","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,,"86000US01073",,,"ZCTA5 01073",6144,"ZCTA5 01073",33
"G01074","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,,"86000US01074",,,"ZCTA5 01074",411,"ZCTA5 01074",405
"G01075","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,,"86000US01075",,,"ZCTA5 01075",17703,"ZCTA5 01075",38
"G01077","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,,"86000US01077",,,"ZCTA5 01077",9720,"ZCTA5 01077",25
"G01079","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,,"86000US01079",,,"ZCTA5 01079",781,"ZCTA5 01079",317
"G01080","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,,"86000US01080",,,"ZCTA5 01080",2709,"ZCTA5 01080",399
"G01081","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,,"86000US01081",,,"ZCTA5 01081",1883,"ZCTA5 01081",226
"G01082","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,,"86000US01082",,,"ZCTA5 01082",10580,"ZCTA5 01082",192
"G01083","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,,"86000US01083",,,"ZCTA5 01083",3094,"ZCTA5 01083",464
"G01084","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,,"86000US01084",,,"ZCTA5 01084",168,"ZCTA5 01084",45
"G01085","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,,"86000US01085",,,"ZCTA5 01085",41780,"ZCTA5 01085",185
"G01086","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,,"86000US01086",,,"ZCTA5 01086",363,"ZCTA5 01086",160
"G01088","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,,"86000US01088",,,"ZCTA5 01088",509,"ZCTA5 01088",150
"G01089","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,,"86000US01089",,,"ZCTA5 01089",28609,"ZCTA5 01089",42
"G01092","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,,"86000US01092",,,"ZCTA5 01092",1278,"ZCTA5 01092",394
"G01093","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,,"86000US01093",,,"ZCTA5 01093",313,"ZCTA5 01093",95
"G01094","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,,"86000US01094",,,"ZCTA5 01094",387,"ZCTA5 01094",116
"G01095","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,,"86000US01095",,,"ZCTA5 01095",14728,"ZCTA5 01095",64
"G01096","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,,"86000US01096",,,"ZCTA5 01096",2443,"ZCTA5 01096",244
"G01097","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,,"86000US01097",,,"ZCTA5 01097",56,"ZCTA5 01097",59
"G01098","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,,"86000US01098",,,"ZCTA5 01098",1263,"ZCTA5 01098",119
"G01103","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,,"86000US01103",,,"ZCTA5 01103",2332,"ZCTA5 01103",242
"G01104","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,,"86000US01104",,,"ZCTA5 01104",23740,"ZCTA5 01104",1149
"G01105","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,,"86000US01105",,,"ZCTA5 01105",11841,"ZCTA5 01105",929
"G01106","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,,"86000US01106",,,"ZCTA5 01106",15987,"ZCTA5 01106",102
"G01107","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,,"86000US01107",,,"ZCTA5 01107",11562,"ZCTA5 01107",970
"G01108","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,,"86000US01108",,,"ZCTA5 01108",27054,"ZCTA5 01108",1299
"G01109","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,,"86000US01109",,,"ZCTA5 01109",30383,"ZCTA5 01109",1351
"G01118","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,,"86000US01118",,,"ZCTA5 01118",14830,"ZCTA5 01118",742
"G01119","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,,"86000US01119",,,"ZCTA5 01119",13681,"ZCTA5 01119",1029
"G01128","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,,"86000US01128",,,"ZCTA5 01128",2541,"ZCTA5 01128",351
"G01129","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,,"86000US01129",,,"ZCTA5 01129",6941,"ZCTA5 01129",657
"G01151","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,,"86000US01151",,,"ZCTA5 01151",9032,"ZCTA5 01151",632
"G01199","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,,"86000US01199",,,"ZCTA5 01199",0,"ZCTA5 01199",12
"G01201","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,,"86000US01201",,,"ZCTA5 01201",44458,"ZCTA5 01201",304
"G01220","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,,"86000US01220",,,"ZCTA5 01220",8179,"ZCTA5 01220",66
"G01222","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,,"86000US01222",,,"ZCTA5 01222",807,"ZCTA5 01222",222
"G01223","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,,"86000US01223",,,"ZCTA5 01223",2443,"ZCTA5 01223",205
"G01224","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,,"86000US01224",,,"ZCTA5 01224",125,"ZCTA5 01224",68
"G01225","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,,"86000US01225",,,"ZCTA5 01225",3105,"ZCTA5 01225",67
"G01226","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,,"86000US01226",,,"ZCTA5 01226",6769,"ZCTA5 01226",90
"G01229","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,,"86000US01229",,,"ZCTA5 01229",91,"ZCTA5 01229",53
"G01230","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,,"86000US01230",,,"ZCTA5 01230",8525,"ZCTA5 01230",480
"G01235","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,,"86000US01235",,,"ZCTA5 01235",2567,"ZCTA5 01235",186
"G01236","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,,"86000US01236",,,"ZCTA5 01236",1311,"ZCTA5 01236",411
"G01237","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,,"86000US01237",,,"ZCTA5 01237",2488,"ZCTA5 01237",305
"G01238","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,,"86000US01238",,,"ZCTA5 01238",5814,"ZCTA5 01238",331
"G01240","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,,"86000US01240",,,"ZCTA5 01240",4453,"ZCTA5 01240",269
"G01242","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,,"86000US01242",,,"ZCTA5 01242",471,"ZCTA5 01242",253
"G01243","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,,"86000US01243",,,"ZCTA5 01243",268,"ZCTA5 01243",74
"G01244","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,,"86000US01244",,,"ZCTA5 01244",132,"ZCTA5 01244",89
"G01245","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,,"86000US01245",,,"ZCTA5 01245",836,"ZCTA5 01245",147
"G01247","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,,"86000US01247",,,"ZCTA5 01247",15466,"ZCTA5 01247",147
"G01253","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,,"86000US01253",,,"ZCTA5 01253",769,"ZCTA5 01253",102
"G01254","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,,"86000US01254",,,"ZCTA5 01254",902,"ZCTA5 01254",76
"G01255","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,,"86000US01255",,,"ZCTA5 01255",891,"ZCTA5 01255",125
"G01256","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,,"86000US01256",,,"ZCTA5 01256",680,"ZCTA5 01256",94
"G01257","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,,"86000US01257",,,"ZCTA5 01257",2017,"ZCTA5 01257",300
"G01258","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,,"86000US01258",,,"ZCTA5 01258",488,"ZCTA5 01258",145
"G01259","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,,"86000US01259",,,"ZCTA5 01259",540,"ZCTA5 01259",97
"G01260","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,,"86000US01260",,,"ZCTA5 01260",427,"ZCTA5 01260",347
"G01262","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,,"86000US01262",,,"ZCTA5 01262",1005,"ZCTA5 01262",304
"G01264","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,,"86000US01264",,,"ZCTA5 01264",206,"ZCTA5 01264",98
"G01266","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,,"86000US01266",,,"ZCTA5 01266",1295,"ZCTA5 01266",169
"G01267","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,,"86000US01267",,,"ZCTA5 01267",7753,"ZCTA5 01267",47
"G01270","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,,"86000US01270",,,"ZCTA5 01270",796,"ZCTA5 01270",108
"G01301","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,,"86000US01301",,,"ZCTA5 01301",17617,"ZCTA5 01301",66
"G01330","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,,"86000US01330",,,"ZCTA5 01330",1276,"ZCTA5 01330",142
"G01331","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,,"86000US01331",,,"ZCTA5 01331",13486,"ZCTA5 01331",158
"G01337","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,,"86000US01337",,,"ZCTA5 01337",2532,"ZCTA5 01337",171
"G01338","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,,"86000US01338",,,"ZCTA5 01338",113,"ZCTA5 01338",57
"G01339","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,,"86000US01339",,,"ZCTA5 01339",1371,"ZCTA5 01339",158
"G01340","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,,"86000US01340",,,"ZCTA5 01340",1779,"ZCTA5 01340",165
"G01341","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,,"86000US01341",,,"ZCTA5 01341",1929,"ZCTA5 01341",155
"G01342","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,,"86000US01342",,,"ZCTA5 01342",1259,"ZCTA5 01342",313
"G01343","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,,"86000US01343",,,"ZCTA5 01343",78,"ZCTA5 01343",51
"G01344","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,,"86000US01344",,,"ZCTA5 01344",1380,"ZCTA5 01344",161
"G01346","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,,"86000US01346",,,"ZCTA5 01346",471,"ZCTA5 01346",89
"G01347","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,,"86000US01347",,,"ZCTA5 01347",154,"ZCTA5 01347",129
"G01349","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,,"86000US01349",,,"ZCTA5 01349",1391,"ZCTA5 01349",266
"G01350","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,,"86000US01350",,,"ZCTA5 01350",87,"ZCTA5 01350",33
"G01351","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,,"86000US01351",,,"ZCTA5 01351",2114,"ZCTA5 01351",257
"G01354","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,,"86000US01354",,,"ZCTA5 01354",1596,"ZCTA5 01354",174
"G01355","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,,"86000US01355",,,"ZCTA5 01355",931,"ZCTA5 01355",109
"G01360","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,,"86000US01360",,,"ZCTA5 01360",2981,"ZCTA5 01360",15
"G01364","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,,"86000US01364",,,"ZCTA5 01364",7729,"ZCTA5 01364",38
"G01366","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,,"86000US01366",,,"ZCTA5 01366",1188,"ZCTA5 01366",147
"G01367","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,,"86000US01367",,,"ZCTA5 01367",639,"ZCTA5 01367",154
"G01368","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,,"86000US01368",,,"ZCTA5 01368",1377,"ZCTA5 01368",197
"G01370","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,,"86000US01370",,,"ZCTA5 01370",3852,"ZCTA5 01370",253
"G01373","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,,"86000US01373",,,"ZCTA5 01373",4854,"ZCTA5 01373",392
"G01375","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,,"86000US01375",,,"ZCTA5 01375",3647,"ZCTA5 01375",16
"G01376","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,,"86000US01376",,,"ZCTA5 01376",5013,"ZCTA5 01376",280
"G01378","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,,"86000US01378",,,"ZCTA5 01378",792,"ZCTA5 01378",112
"G01379","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,,"86000US01379",,,"ZCTA5 01379",829,"ZCTA5 01379",122
"G01420","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,,"86000US01420",,,"ZCTA5 01420",40702,"ZCTA5 01420",34
"G01430","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,,"86000US01430",,,"ZCTA5 01430",6297,"ZCTA5 01430",30
"G01431","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,,"86000US01431",,,"ZCTA5 01431",3220,"ZCTA5 01431",25
"G01432","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,,"86000US01432",,,"ZCTA5 01432",7699,"ZCTA5 01432",259
"G01434","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,,"86000US01434",,,"ZCTA5 01434",1969,"ZCTA5 01434",428
"G01436","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,,"86000US01436",,,"ZCTA5 01436",3374,"ZCTA5 01436",628
"G01438","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,,"86000US01438",,,"ZCTA5 01438",694,"ZCTA5 01438",506
"G01440","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,,"86000US01440",,,"ZCTA5 01440",20610,"ZCTA5 01440",26
"G01450","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,,"86000US01450",,,"ZCTA5 01450",11313,"ZCTA5 01450",28
"G01451","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,,"86000US01451",,,"ZCTA5 01451",4731,"ZCTA5 01451",333
"G01452","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,,"86000US01452",,,"ZCTA5 01452",4708,"ZCTA5 01452",21
"G01453","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,,"86000US01453",,,"ZCTA5 01453",41647,"ZCTA5 01453",75
"G01460","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,,"86000US01460",,,"ZCTA5 01460",10071,"ZCTA5 01460",23
"G01462","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,,"86000US01462",,,"ZCTA5 01462",11402,"ZCTA5 01462",23
"G01463","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,,"86000US01463",,,"ZCTA5 01463",12105,"ZCTA5 01463",24
"G01464","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,,"86000US01464",,,"ZCTA5 01464",7633,"ZCTA5 01464",20
"G01467","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,,"86000US01467",,,"ZCTA5 01467",276,"ZCTA5 01467",167
"G01468","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,,"86000US01468",,,"ZCTA5 01468",4062,"ZCTA5 01468",621
"G01469","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,,"86000US01469",,,"ZCTA5 01469",7670,"ZCTA5 01469",291
"G01473","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,,"86000US01473",,,"ZCTA5 01473",7766,"ZCTA5 01473",22
"G01474","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,,"86000US01474",,,"ZCTA5 01474",1803,"ZCTA5 01474",288
"G01475","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,,"86000US01475",,,"ZCTA5 01475",10825,"ZCTA5 01475",35
"G01501","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,,"86000US01501",,,"ZCTA5 01501",16619,"ZCTA5 01501",35
"G01503","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,,"86000US01503",,,"ZCTA5 01503",3182,"ZCTA5 01503",28
"G01504","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,,"86000US01504",,,"ZCTA5 01504",9263,"ZCTA5 01504",23
"G01505","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,,"86000US01505",,,"ZCTA5 01505",4623,"ZCTA5 01505",18
"G01506","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,,"86000US01506",,,"ZCTA5 01506",3441,"ZCTA5 01506",21
"G01507","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,,"86000US01507",,,"ZCTA5 01507",13550,"ZCTA5 01507",22
"G01510","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,,"86000US01510",,,"ZCTA5 01510",13935,"ZCTA5 01510",29
"G01515","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,,"86000US01515",,,"ZCTA5 01515",2040,"ZCTA5 01515",170
"G01516","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,,"86000US01516",,,"ZCTA5 01516",8859,"ZCTA5 01516",20
"G01518","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,,"86000US01518",,,"ZCTA5 01518",3947,"ZCTA5 01518",529
"G01519","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,,"86000US01519",,,"ZCTA5 01519",7042,"ZCTA5 01519",532
"G01520","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,,"86000US01520",,,"ZCTA5 01520",15781,"ZCTA5 01520",384
"G01521","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,,"86000US01521",,,"ZCTA5 01521",2630,"ZCTA5 01521",250
"G01522","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,,"86000US01522",,,"ZCTA5 01522",3270,"ZCTA5 01522",387
"G01523","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,,"86000US01523",,,"ZCTA5 01523",7794,"ZCTA5 01523",208
"G01524","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,,"86000US01524",,,"ZCTA5 01524",6654,"ZCTA5 01524",490
"G01525","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,,"86000US01525",,,"ZCTA5 01525",544,"ZCTA5 01525",250
"G01527","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,,"86000US01527",,,"ZCTA5 01527",13732,"ZCTA5 01527",28
"G01529","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,,"86000US01529",,,"ZCTA5 01529",3256,"ZCTA5 01529",31
"G01531","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,,"86000US01531",,,"ZCTA5 01531",1211,"ZCTA5 01531",153
"G01532","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,,"86000US01532",,,"ZCTA5 01532",15056,"ZCTA5 01532",27
"G01534","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,,"86000US01534",,,"ZCTA5 01534",6296,"ZCTA5 01534",625
"G01535","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,,"86000US01535",,,"ZCTA5 01535",4774,"ZCTA5 01535",23
"G01536","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,,"86000US01536",,,"ZCTA5 01536",7576,"ZCTA5 01536",535
"G01537","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,,"86000US01537",,,"ZCTA5 01537",2201,"ZCTA5 01537",446
"G01540","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,,"86000US01540",,,"ZCTA5 01540",11581,"ZCTA5 01540",497
"G01541","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,,"86000US01541",,,"ZCTA5 01541",3455,"ZCTA5 01541",25
